,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
1188,0,0.042105263157894736,0.0001271294177472667,0.0015371881281778408,0.13793103448275862,3.250542988431022e-05,0.0034497628288055198,0.0024125452352231603,0.029250457038391225,0.0021287919105907396,0.25,0.02702702702702703,0.0,0.01038961038961039,33,144,839,677,1,3,661,2,1,549,422,764,418,13,587,743,7,164,123,1,784,2,1,479,19,356
80,0,0.0,0.0002542588354945334,0.0,0.0,0.014695409346788611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74,1070,819,7,6,848,19,1,194,162,1078,207,9,398,621,1,387,123,1,1,2,1,162,19,356
825,1,0.042105263157894736,0.0001271294177472667,0.0,0.0,6.895091187580956e-06,0.0,0.0024125452352231603,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,33,63,243,261,1,4,695,17,1,11,876,149,697,13,472,409,8,347,22,0,922,2,0,66,27,90
465,0,0.0,0.0003813882532418001,0.000709471443774388,0.11494252873563218,0.0029195786114271363,0.003234152652005175,0.0006031363088057901,0.02376599634369287,0.0026609898882384245,0.0,0.02702702702702703,0.01020408163265306,0.012987012987012988,0,13,633,872,1,3,560,2,1,194,612,760,92,3,63,216,4,106,123,1,1062,2,1,531,19,356
224,0,0.0,0.2317569285532672,0.000709471443774388,0.0,0.12830385681850642,0.11987925830099182,0.0,0.010968921389396709,0.02146531843178996,0.0,0.0,0.0,0.0012987012987012987,48,30,564,87,1,5,1019,2,0,129,59,707,680,2,743,187,3,325,22,3,1075,2,10,196,24,448
1269,0,0.06315789473684211,0.003051106025934401,0.000354735721887194,0.11494252873563218,1.970026053594559e-06,0.00129366106080207,0.00361881785283474,0.016453382084095063,0.0017739932588256165,0.25,0.02702702702702703,0.0,0.007792207792207792,0,237,183,1034,1,3,971,5,1,319,653,895,461,2,778,510,8,160,123,1,315,2,0,520,19,356
1434,0,0.6421052631578947,0.0003813882532418001,0.00886839304717985,0.1724137931034483,0.00012706668045684905,0.01595515308322553,0.03679131483715319,0.03473491773308958,0.0031931878658861094,0.25,0.02702702702702703,0.0,0.023376623376623377,43,77,452,125,11,3,548,2,1,253,639,229,734,2,723,541,8,263,164,3,843,2,0,388,0,459
115,1,0.0,0.002415458937198067,0.0,0.0,0.010207689996700207,0.6024148339801639,0.0012062726176115801,0.0,0.007273372361185027,0.0,0.02702702702702703,0.0,0.0,52,51,862,143,7,3,71,2,1,194,401,624,526,13,95,64,0,380,123,1,61,2,0,320,19,356
38,0,0.0,0.0002542588354945334,0.000354735721887194,0.13793103448275862,0.007198475199834518,0.020914187149633463,0.0012062726176115801,0.038391224862888484,0.015965939329430547,0.0,0.02702702702702703,0.0,0.015584415584415584,33,155,597,321,11,3,951,2,1,766,201,830,345,3,415,895,8,97,123,1,459,2,0,434,19,356
962,0,0.021052631578947368,0.0001271294177472667,0.0,0.0,0.0002807287126372246,0.001078050884001725,0.0012062726176115801,0.0018281535648994515,0.003902785169416356,0.5,0.05405405405405406,0.0,0.0,0,12,405,1001,11,3,340,2,1,498,701,316,248,2,464,542,8,296,10,3,712,2,0,88,27,359
419,0,0.010526315789473684,0.04589371980676328,0.00011824524062906468,0.25287356321839083,0.00015169200612678103,0.00474342388960759,0.00723763570566948,0.0018281535648994515,0.010466560227071138,0.25,0.05405405405405406,0.0,0.02857142857142857,26,51,967,722,1,3,1026,2,1,478,613,882,753,2,114,973,8,310,123,1,52,2,1,625,19,356
698,1,0.010526315789473684,0.0001271294177472667,0.00011824524062906468,0.05747126436781609,1.970026053594559e-06,0.001078050884001725,0.0006031363088057901,0.0018281535648994515,0.0008869966294128083,0.25,0.02702702702702703,0.0,0.006493506493506494,0,51,1073,986,1,3,126,2,1,430,894,853,68,3,251,890,7,37,123,1,492,3,11,17,19,356
658,0,0.0,0.03470633104500381,0.00011824524062906468,0.011494252873563218,0.0,0.0,0.0,0.005484460694698354,0.0037253858435337944,0.0,0.0,0.0,0.0012987012987012987,15,51,1166,435,1,5,633,2,0,194,872,54,345,2,234,1128,2,422,123,1,1154,2,0,547,19,356
422,0,0.0,0.0002542588354945334,0.00023649048125812936,0.0,0.028895357141098192,0.007977576541612765,0.0048250904704463205,0.0,0.001951392584708178,0.0,0.02702702702702703,0.0,0.0,0,228,1102,404,1,3,496,5,1,194,85,217,385,2,591,125,7,43,106,3,848,2,0,600,27,533
778,1,0.17894736842105263,0.0001271294177472667,0.00023649048125812936,0.011494252873563218,0.000426510640603222,0.00646830530401035,0.012062726176115802,0.07678244972577697,0.014546744722370055,0.5,0.08108108108108109,0.0,0.0012987012987012987,0,126,1174,555,1,3,136,2,1,371,339,381,723,13,539,789,8,2,22,0,637,2,1,66,27,410
169,0,0.0,0.0002542588354945334,0.00011824524062906468,0.20689655172413793,0.001526770191535783,0.023501509271237602,0.00542822677925211,0.08775137111517367,0.05286499911300337,0.0,0.08108108108108109,0.0,0.04415584415584416,0,134,304,543,1,3,503,17,1,824,317,1220,553,2,749,458,8,425,22,0,431,2,0,202,7,174
733,1,0.0,0.005847953216374269,0.00011824524062906468,0.0,0.002669385302620627,0.0,0.0,0.0018281535648994515,0.006918573709419904,0.0,0.0,0.0,0.0012987012987012987,27,17,1116,377,1,3,554,11,1,194,782,738,242,13,275,775,5,428,123,1,813,2,7,22,19,356
208,1,0.16842105263157894,0.0005085176709890668,0.000354735721887194,0.022988505747126436,9.850130267972794e-07,0.00021561017680034498,0.1459589867310012,0.04570383912248629,0.19992904026964697,0.75,0.6486486486486487,0.0,0.0012987012987012987,0,30,60,286,1,3,528,38,1,202,279,205,262,3,786,930,8,493,68,2,1058,2,7,620,27,292
1321,0,0.0,0.0002542588354945334,0.0008277166844034528,0.0,0.09408647429362253,0.0,0.0,0.009140767824497258,0.0007095973035302466,0.0,0.0,0.0,0.01038961038961039,26,102,840,197,11,5,792,2,0,332,464,254,86,2,453,48,0,85,123,1,528,3,8,60,19,356
130,0,0.031578947368421054,0.0005085176709890668,0.00011824524062906468,0.0,9.357623754574154e-05,0.0,0.044632086851628464,0.03656307129798903,0.020933120454142275,0.5,0.4594594594594595,0.0,0.0,35,51,1146,539,9,3,147,2,1,887,419,544,282,2,5,442,8,495,123,1,69,5,0,604,19,356
1859,0,0.0,0.012077294685990336,0.0004729809625162587,0.09195402298850575,0.0015041148919194456,0.0066839154808106946,0.0024125452352231603,0.021937842778793418,0.005499379102359411,0.0,0.02702702702702703,0.0,0.01038961038961039,52,215,907,872,1,5,776,17,1,667,338,1084,547,13,536,77,8,89,123,1,584,2,0,531,19,356
1019,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,1049,748,1,6,698,2,0,194,194,693,397,2,438,104,2,169,123,1,456,2,3,451,19,356
1101,1,0.021052631578947368,0.003305364861428934,0.0023649048125812936,0.11494252873563218,9.850130267972794e-07,0.00043122035360068997,0.00361881785283474,0.029250457038391225,0.03778605641298563,0.25,0.05405405405405406,0.0,0.0025974025974025974,0,193,645,209,1,6,1132,2,1,647,323,1028,292,13,160,1145,8,532,22,3,1077,2,0,66,27,252
44,0,0.0,0.0001271294177472667,0.0,0.0,0.004820653753145885,0.0043122035360069,0.0006031363088057901,0.012797074954296161,0.003547986517651233,0.0,0.02702702702702703,0.0,0.0,0,74,1070,819,9,3,587,2,1,240,678,1078,264,9,398,621,0,387,123,1,1,5,1,162,19,356
811,1,0.0,0.009788965166539536,0.000709471443774388,0.09195402298850575,0.00023640312643134705,0.01034928848641656,0.02533172496984318,0.056672760511883,0.1096327833954231,0.0,0.2702702702702703,0.0,0.024675324675324677,33,10,766,1002,1,3,1119,2,1,256,625,843,158,13,620,866,8,386,123,1,19,2,7,573,19,356
1289,1,0.0,0.0002542588354945334,0.001064207165661582,0.10344827586206896,0.02994636604069089,0.02069857697283312,0.00361881785283474,0.016453382084095063,0.012950150789427,0.0,0.02702702702702703,0.0,0.011688311688311689,0,75,1070,819,11,3,599,5,1,194,445,1078,430,3,765,621,8,327,123,1,1,5,1,162,19,356
305,0,0.2736842105263158,0.0005085176709890668,0.0005912262031453234,0.08045977011494253,1.970026053594559e-06,0.0017248814144027599,0.06393244873341375,0.007312614259597806,0.007273372361185027,0.5,0.21621621621621623,0.01020408163265306,0.00909090909090909,0,51,116,539,1,5,310,2,1,32,419,531,282,3,602,871,3,495,123,1,472,2,7,604,19,356
490,0,0.031578947368421054,0.0016526824307144673,0.0004729809625162587,0.04597701149425287,0.0008549913072600385,0.00129366106080207,0.038600723763570564,0.010968921389396709,0.017739932588256166,0.25,0.32432432432432434,0.0,0.005194805194805195,0,30,824,333,11,1,75,5,1,597,279,994,262,13,687,478,6,493,141,2,258,2,7,174,24,149
1574,0,0.0,0.0001271294177472667,0.0,0.0,0.0037410794757760674,0.00301854247520483,0.07418576598311218,0.0,0.009579563597658328,0.0,0.2702702702702703,0.0,0.0,0,149,640,193,7,4,978,2,1,48,707,239,412,18,238,599,4,72,65,0,462,2,0,685,18,484
1955,0,0.0,0.0001271294177472667,0.012652240747309921,0.26436781609195403,9.850130267972794e-06,0.0,0.0,0.043875685557586835,0.004080184495298918,0.0,0.0,0.0,0.02987012987012987,0,120,1259,519,1,3,772,2,1,126,147,898,621,3,577,336,1,490,3,0,571,2,7,618,3,2
1406,0,0.0,0.0003813882532418001,0.0039020929407591345,0.27586206896551724,0.010703151549179238,0.005821474773609315,0.00180940892641737,0.043875685557586835,0.004612382472946603,0.0,0.02702702702702703,0.0,0.03116883116883117,33,238,1167,138,9,4,504,2,1,563,11,1114,355,3,565,263,0,435,22,3,725,2,0,18,28,461
1318,1,0.021052631578947368,0.005085176709890668,0.00023649048125812936,0.022988505747126436,0.0,0.0,0.0012062726176115801,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0,0,51,1176,695,6,5,951,2,1,150,201,266,345,19,589,540,0,506,123,1,735,2,0,119,19,356
488,0,0.0,0.004449529621154334,0.001064207165661582,0.034482758620689655,0.0061189009224647,0.03945666235446313,0.0012062726176115801,0.009140767824497258,0.0008869966294128083,0.0,0.02702702702702703,0.0,0.003896103896103896,56,17,938,554,1,4,943,2,1,194,866,16,211,12,105,322,4,348,123,1,295,2,9,22,19,356
1639,0,0.0,0.0013984235952199337,0.0009459619250325174,0.06896551724137931,0.016280295306905435,0.002802932298404485,0.0024125452352231603,0.010968921389396709,0.0023061912364733014,0.0,0.02702702702702703,0.0,0.007792207792207792,0,236,17,782,1,3,208,2,1,828,607,161,99,2,502,972,8,519,22,0,875,2,10,196,9,392
990,1,0.0,0.35303839308415963,0.0,0.011494252873563218,0.0031254463340277677,0.016601983613626563,0.0006031363088057901,0.0,0.004080184495298918,0.0,0.02702702702702703,0.0,0.012987012987012988,33,189,266,87,22,3,972,2,1,350,843,684,23,2,816,281,8,11,110,2,324,2,2,196,27,448
124,0,0.0,0.0001271294177472667,0.0,0.0,0.0022477997271513916,0.008840017248814145,0.0180940892641737,0.027422303473491772,0.027851694163562177,0.0,0.08108108108108109,0.04081632653061224,0.0,0,77,291,116,1,6,3,17,1,194,395,585,94,13,443,561,6,263,55,2,754,3,7,522,0,361
1272,0,0.0,0.19959318586320873,0.001064207165661582,0.011494252873563218,0.0072772762419783,0.019620526088831393,0.0006031363088057901,0.0018281535648994515,0.005854177754124534,0.0,0.02702702702702703,0.0,0.0012987012987012987,0,77,175,673,1,4,234,11,1,320,245,1228,796,13,493,632,7,400,169,3,1001,2,0,436,0,172
1530,0,0.0,0.036613272311212815,0.006148752512711363,0.11494252873563218,0.0029195786114271363,0.01207416990081932,0.016887816646562123,0.04936014625228519,0.0624445627106617,0.0,0.16216216216216217,0.0,0.025974025974025976,0,131,365,41,1,5,509,2,1,194,526,100,179,8,676,139,8,392,124,2,788,2,10,174,1,130
418,0,0.0,0.005212306127637935,0.001064207165661582,0.06896551724137931,0.02690366080091409,0.0,0.0,0.027422303473491772,0.05375199574241618,0.0,0.0,0.0,0.007792207792207792,26,17,1132,379,20,3,366,17,1,194,125,259,4,13,275,112,5,428,123,1,802,2,8,22,19,356
29,1,0.031578947368421054,0.0002542588354945334,0.0004729809625162587,0.14942528735632182,0.0002206429180025906,0.00603708495040966,0.00180940892641737,0.06398537477148081,0.004789781798829164,0.25,0.02702702702702703,0.0,0.016883116883116882,0,146,802,92,1,0,1012,2,1,10,822,103,160,8,490,657,8,236,123,1,222,2,1,521,19,356
88,0,0.010526315789473684,0.0031782354436816675,0.00011824524062906468,0.16091954022988506,5.516072950064765e-05,0.003234152652005175,0.006031363088057901,0.06398537477148081,0.028561291467092426,0.25,0.05405405405405406,0.0,0.01948051948051948,56,51,839,677,1,4,857,2,1,305,456,764,475,2,606,743,8,520,123,1,784,2,0,479,19,356
1843,1,0.031578947368421054,0.004958047292143402,0.00011824524062906468,0.06896551724137931,7.880104214378235e-06,0.00129366106080207,0.0030156815440289505,0.009140767824497258,0.0014191946070604932,0.25,0.05405405405405406,0.061224489795918366,0.006493506493506494,0,51,584,24,11,3,335,2,1,194,472,174,304,2,347,768,6,408,123,1,910,2,11,24,19,356
43,0,0.0,0.003686753114670735,0.0,0.0,0.11118630043882331,0.4540750323415265,0.0,0.003656307129798903,0.016852935958843355,0.0,0.0,0.0,0.0,26,51,250,270,1,3,373,17,0,194,306,837,398,2,637,78,7,495,123,1,413,2,1,490,19,356
561,0,0.0,0.0002542588354945334,0.002246659571952229,0.1839080459770115,0.0014056135892397178,0.07158257869771453,0.0,0.03290676416819013,0.0033705871917686712,0.0,0.0,0.0,0.02077922077922078,0,131,1079,511,9,3,683,2,1,897,653,778,461,2,441,406,8,102,155,2,568,2,0,458,1,16
1310,0,0.0,0.0005085176709890668,0.0,0.0,0.00945317001817349,0.0,0.0,0.04021937842778794,0.01188575483413163,0.0,0.0,0.0,0.08701298701298701,33,240,788,809,1,3,43,15,1,194,489,1104,564,2,390,375,5,286,123,1,288,2,8,233,19,356
1845,0,0.0,0.0001271294177472667,0.0,0.0,0.029680412523455622,0.0008624407072013799,0.0012062726176115801,0.0,0.0007095973035302466,0.0,0.02702702702702703,0.0,0.0,0,30,99,836,1,1,1080,2,1,472,888,46,322,13,687,332,0,493,6,2,260,3,1,622,24,268
1335,0,0.0,0.004068141367912535,0.000709471443774388,0.06896551724137931,0.011458656540732751,0.0,0.0,0.016453382084095063,0.0,0.0,0.0,0.0,0.007792207792207792,27,52,771,569,11,3,378,19,1,219,275,424,755,13,23,661,8,533,22,3,669,2,0,655,0,436
783,0,0.0,0.0003813882532418001,0.0004729809625162587,0.05747126436781609,0.025516762459183523,0.13238464855541182,0.00361881785283474,0.025594149908592323,0.03246407663650878,0.0,0.02702702702702703,0.0,0.01818181818181818,0,19,1070,819,11,3,434,2,1,194,291,1078,662,3,461,621,8,417,123,1,1,2,8,162,19,356
895,0,0.0,0.017162471395881007,0.0,0.0,0.002915638559319947,0.08667529107373868,0.0006031363088057901,0.0712979890310786,0.06865353911655135,0.0,0.02702702702702703,0.0,0.07272727272727272,0,103,907,872,1,3,568,11,1,847,75,1084,297,13,792,77,8,242,123,1,584,2,1,531,19,356
177,0,0.0,0.0003813882532418001,0.0005912262031453234,0.04597701149425287,0.002887073181542826,0.007761966364812419,0.0012062726176115801,0.010968921389396709,0.010998758204718823,0.0,0.02702702702702703,0.0,0.006493506493506494,0,121,1070,819,7,3,1155,2,1,873,372,1078,364,13,611,621,0,34,123,1,1,2,1,162,19,356
1893,0,0.0,0.0001271294177472667,0.0005912262031453234,0.04597701149425287,0.0,0.0,0.0,0.009140767824497258,0.0008869966294128083,0.0,0.0,0.0,0.006493506493506494,0,221,118,54,1,3,615,17,1,194,413,197,453,13,421,472,2,409,123,1,300,2,8,241,19,356
179,0,0.0,0.4191456903127383,0.0,0.0,0.0044778692198204325,0.032125916343251404,0.006634499396863691,0.054844606946983544,0.03902785169416356,0.0,0.08108108108108109,0.0,0.0025974025974025974,0,74,1070,819,1,3,564,2,1,231,266,1078,613,9,398,621,8,387,123,1,1,5,3,162,19,356
1290,1,0.0,0.0003813882532418001,0.09187655196878325,0.05747126436781609,4.925065133986397e-06,0.08085381630012937,0.0048250904704463205,0.021937842778793418,0.12293773283661522,0.0,0.05405405405405406,0.0,0.005194805194805195,0,86,539,244,1,4,688,11,1,353,832,1026,788,3,607,548,4,394,22,0,130,2,0,231,9,250
1994,1,0.0,0.0006356470887363335,0.000354735721887194,0.05747126436781609,0.023499455780302696,0.05929279862009487,0.0012062726176115801,0.010968921389396709,0.015965939329430547,0.0,0.02702702702702703,0.0,0.006493506493506494,0,220,902,152,11,6,951,2,1,30,201,171,345,13,664,564,8,150,123,1,453,2,0,431,19,356
1198,0,0.06315789473684211,0.0002542588354945334,0.0017736786094359701,0.04597701149425287,0.0,0.000646830530401035,0.00361881785283474,0.010968921389396709,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.003896103896103896,0,149,582,16,9,3,349,2,1,48,707,548,412,13,568,72,8,72,68,2,1135,0,0,174,27,149
1833,0,0.0,0.0005085176709890668,0.00011824524062906468,0.04597701149425287,0.0496387464724221,0.0,0.0,0.007312614259597806,0.0007095973035302466,0.0,0.0,0.0,0.005194805194805195,33,51,839,677,1,4,362,2,0,322,502,764,12,13,407,743,8,197,123,1,784,2,0,479,19,356
1504,0,0.0,0.0003813882532418001,0.000354735721887194,0.0,0.025426141260718172,0.04118154376886589,0.0006031363088057901,0.018281535648994516,0.02802909348944474,0.0,0.02702702702702703,0.0,0.003896103896103896,0,190,169,553,1,3,891,17,1,123,925,828,370,13,656,292,7,367,123,1,93,2,1,22,19,356
904,1,0.031578947368421054,0.0011441647597254002,0.000354735721887194,0.04597701149425287,0.0008205158513221337,0.017464424320827943,0.00361881785283474,0.07678244972577697,0.008869966294128083,0.25,0.05405405405405406,0.0,0.005194805194805195,40,192,177,259,1,5,278,5,1,555,852,641,460,2,497,980,8,171,123,1,1007,3,1,144,19,356
1512,0,0.0,0.0013984235952199337,0.000709471443774388,0.42528735632183906,0.008511497564555291,0.0,0.0,0.04936014625228519,0.025368103601206317,0.0,0.0,0.0,0.04935064935064935,0,215,907,872,1,3,519,2,1,775,359,1084,25,13,536,77,1,89,123,1,584,2,1,531,19,356
1562,0,0.08421052631578947,0.0003813882532418001,0.00011824524062906468,0.034482758620689655,0.0005742625946228138,0.00258732212160414,0.0048250904704463205,0.0018281535648994515,0.0014191946070604932,0.25,0.02702702702702703,0.0,0.003896103896103896,0,31,900,423,1,3,714,17,1,470,142,414,580,2,468,624,8,84,22,2,1183,2,0,609,0,5
371,1,0.09473684210526316,0.0027968471904398677,0.00023649048125812936,0.06896551724137931,0.001248011504952153,0.005821474773609315,0.006031363088057901,0.051188299817184646,0.004789781798829164,0.0,0.02702702702702703,0.0,0.007792207792207792,0,42,0,673,1,1,1015,27,1,136,465,523,216,13,184,632,8,484,123,1,513,2,1,436,19,356
1482,1,0.0,0.08822781591660309,0.00023649048125812936,0.0,0.0009170471279482672,0.09508408796895214,0.0012062726176115801,0.08957952468007313,0.052155401809473124,0.0,0.05405405405405406,0.0,0.02207792207792208,26,10,766,1002,1,3,1012,2,1,5,822,843,160,13,620,866,8,386,123,1,19,2,1,573,19,356
331,0,0.0,0.0006356470887363335,0.00023649048125812936,0.06896551724137931,0.023139926025521687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,33,10,766,1002,1,3,612,5,1,787,767,843,269,13,619,866,7,280,123,1,19,2,0,573,19,356
653,0,0.07368421052631578,0.0003813882532418001,0.04304126758897954,0.04597701149425287,2.068527356274287e-05,0.00646830530401035,0.008443908323281062,0.08592321755027423,0.010111761575306013,0.25,0.05405405405405406,0.0,0.003896103896103896,0,126,397,1015,1,6,196,11,1,194,591,1069,260,3,47,635,8,2,22,0,804,2,1,547,27,329
1160,0,0.0,0.0003813882532418001,0.0017736786094359701,0.1839080459770115,0.025369010505163932,0.13949978438982322,0.00180940892641737,0.031078610603290677,0.006031577080007096,0.0,0.02702702702702703,0.0,0.02077922077922078,0,13,633,872,1,3,1163,17,1,194,250,760,341,2,596,216,7,106,123,1,1062,2,0,531,19,356
1163,1,0.10526315789473684,0.0003813882532418001,0.00011824524062906468,0.011494252873563218,5.8115768581039485e-05,0.00021561017680034498,0.06212303980699638,0.038391224862888484,0.03228667731062622,0.5,0.3783783783783784,0.0,0.0012987012987012987,26,51,1025,132,1,3,1006,1,1,194,705,951,698,13,582,797,8,173,123,1,416,3,2,159,19,356
250,0,0.0,0.0002542588354945334,0.0,0.0,0.04008806016459568,0.20763260025873223,0.0,0.003656307129798903,0.004080184495298918,0.0,0.0,0.0,0.0025974025974025974,0,215,892,872,1,3,315,2,1,482,179,780,548,2,479,641,7,89,123,1,1002,2,0,531,19,356
1953,0,0.0,0.0003813882532418001,0.001064207165661582,0.0,0.0002807287126372246,0.0,0.0,0.0,0.0028383892141209863,0.0,0.0,0.0,0.0,33,51,820,222,1,4,489,2,1,194,558,1072,674,2,375,455,1,501,123,1,531,2,0,132,19,356
257,0,0.0,0.0005085176709890668,0.0,0.034482758620689655,0.0015779908689292415,0.0017248814144027599,0.0006031363088057901,0.005484460694698354,0.0014191946070604932,0.0,0.02702702702702703,0.0,0.003896103896103896,0,101,262,72,1,5,411,2,1,527,553,394,374,2,550,847,7,98,22,3,376,2,0,698,7,59
852,1,0.0,0.0002542588354945334,0.00011824524062906468,0.04597701149425287,0.0004954615524790316,0.1504959034066408,0.0024125452352231603,0.007312614259597806,0.02696469753414937,0.0,0.02702702702702703,0.0,0.007792207792207792,6,126,783,900,7,4,944,2,1,185,107,75,576,2,82,752,8,306,22,3,677,2,1,66,27,92
